age,type_employer,fnlwgt,education,education_num,marital,occupation,relationship,race,sex,capital_gain,capital_loss,hr_per_week,country,income
36,Private,191838,Bachelors,13,Divorced,Machine-op-inspct,Not-in-family,White,Female,10,0,40,England,>50K
38,Private,31291,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Male,7,0,60,United-States,<=50K
23,Private,140188,12th,7,Never-married,Handlers-cleaners,Other-relative,Black,Male,0,0,40,United-States,<=50K
18,Private,355218,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,3779,0,33,United-States,<=50K
29,?,332968,9th,12,Never-married,?,Other-relative,Black,Female,21,1,40,Mexico,<=50K
60,Private,132590,Masters,14,Married-civ-spouse,Other-service,Husband,White,Male,11,0,51,United-States,>50K
43,Private,101917,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,?,<=50K
44,Private,148615,Preschool,4,Separated,Other-service,Unmarried,Black,Female,0,0,40,Greece,<=50K
52,Federal-gov,113578,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,3905,0,40,Cambodia,>50K
63,Private,381927,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,53,Mexico,<=50K
36,Private,227449,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Black,Male,13,0,32,Cuba,>50K
55,Private,89616,HS-grad,9,Widowed,Armed-Forces,Not-in-family,White,Male,0,0,40,United-States,>50K
22,Private,258952,HS-grad,9,Never-married,Adm-clerical,Own-child,Black,Female,6,0,40,?,<=50K
18,Private,107801,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Female,33,0,34,United-States,<=50K
51,Private,93125,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,6,0,40,United-States,<=50K
73,Local-gov,143121,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,13,0,47,United-States,>50K
37,Private,315151,Bachelors,13,Never-married,Sales,Unmarried,White,Male,10,0,49,?,<=50K
47,Private,325552,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,0,1,22,United-States,<=50K
40,Private,96668,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,50,?,>50K
55,Private,294813,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,5,0,23,United-States,<=50K
33,Local-gov,347310,12th,7,Widowed,Exec-managerial,Not-in-family,White,Male,14,0,40,Peru,<=50K
17,Private,431813,11th,7,Never-married,Craft-repair,Own-child,Black,Male,32,0,28,United-States,<=50K
37,Private,188616,Masters,14,Divorced,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,7793,0,51,Philippines,>50K
43,Self-emp-not-inc,171085,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,51,?,<=50K
36,Local-gov,182084,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7824,0,40,United-States,>50K
20,Private,336659,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,<=50K
50,Self-emp-not-inc,269485,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,15492,0,50,United-States,>50K
42,Private,45508,HS-grad,13,Married-civ-spouse,Sales,Husband,White,Male,10,0,50,United-States,<=50K
47,Federal-gov,213031,Masters,14,Never-married,Exec-managerial,Not-in-family,White,Male,1,0,40,United-States,>50K
17,Private,355794,11th,7,Never-married,Craft-repair,Own-child,Black,Female,17,0,35,United-States,<=50K
31,Private,27646,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,5,0,54,United-States,<=50K
17,Private,119237,10th,7,Never-married,Sales,Own-child,White,Female,0,0,9,El-Salvador,<=50K
56,Private,140395,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,Italy,<=50K
46,Self-emp-not-inc,313861,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,68,Cuba,<=50K
27,Private,43826,HS-grad,9,Never-married,Sales,Own-child,White,Female,0,0,24,United-States,<=50K
18,Private,118004,10th,7,Never-married,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,40,?,<=50K
36,Private,222022,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,6,0,31,United-States,<=50K
37,Private,24604,7th-8th,4,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,16,0,40,United-States,>50K
42,Private,367455,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,4277,0,36,?,>50K
24,Private,200314,HS-grad,9,Never-married,Craft-repair,Own-child,Black,Male,12,0,40,United-States,<=50K
61,Private,239315,Masters,14,Divorced,Exec-managerial,Unmarried,White,Male,19,0,40,India,>50K
46,Self-emp-inc,184343,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,8190,0,50,United-States,>50K
42,Private,87974,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,14,0,48,United-States,>50K
30,Private,148795,Masters,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,54,United-States,>50K
22,Private,117705,HS-grad,9,Never-married,Other-service,Not-in-family,White,Male,13,0,40,United-States,<=50K
63,Private,341719,Assoc-acdm,12,Married-civ-spouse,Craft-repair,Husband,White,Male,7945,0,54,Mexico,>50K
38,Federal-gov,142885,HS-grad,9,Married-civ-spouse,Other-service,Husband,Black,Male,13,0,40,United-States,<=50K
30,Self-emp-inc,184560,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,19,1814,47,United-States,>50K
38,Private,242411,Assoc-acdm,12,Married-civ-spouse,Other-service,Husband,White,Male,23,0,47,United-States,<=50K
35,Private,87777,Assoc-voc,11,Never-married,Other-service,Own-child,White,Male,1,0,40,United-States,<=50K
29,Self-emp-not-inc,191958,Some-college,10,Divorced,Other-service,Other-relative,White,Female,32,0,36,United-States,<=50K
87,Private,47328,7th-8th,12,Separated,Adm-clerical,Unmarried,White,Female,11,0,50,United-States,<=50K
19,Private,178614,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,16,0,50,United-States,<=50K
27,Private,28518,Assoc-voc,11,Never-married,Adm-clerical,Not-in-family,White,Female,21,1770,20,United-States,<=50K
35,Private,100701,HS-grad,9,Never-married,Adm-clerical,Other-relative,White,Female,4,0,49,United-States,<=50K
17,Private,321582,Assoc-acdm,12,Never-married,Farming-fishing,Own-child,White,Male,13,0,21,United-States,<=50K
31,Private,28186,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,0,1,40,United-States,<=50K
45,Private,38243,Assoc-voc,11,Widowed,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,35,United-States,<=50K
32,Private,179838,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7,0,46,United-States,<=50K
29,Private,224240,Some-college,10,Divorced,Protective-serv,Other-relative,White,Female,16,0,34,United-States,<=50K
37,Local-gov,137745,Bachelors,13,Separated,Exec-managerial,Not-in-family,White,Male,9,1787,50,China,>50K
52,Private,53381,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,4,0,50,United-States,<=50K
18,Self-emp-not-inc,84557,Some-college,10,Never-married,Sales,Own-child,White,Male,0,0,20,?,<=50K
24,Self-emp-not-inc,104459,Some-college,10,Divorced,Sales,Own-child,White,Female,6,0,51,United-States,<=50K
22,Private,281232,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
28,Private,96592,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,7754,0,24,United-States,>50K
67,Local-gov,105349,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,32,?,<=50K
42,Private,25275,HS-grad,9,Divorced,Adm-clerical,Unmarried,White,Female,10,0,68,United-States,<=50K
31,Private,196839,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,32,0,54,United-States,<=50K
64,Private,245579,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,1,60,Portugal,<=50K
50,Self-emp-inc,31295,Assoc-voc,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,27,United-States,>50K
31,Federal-gov,74054,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,>50K
30,Private,299661,HS-grad,9,Separated,Craft-repair,Other-relative,Black,Male,6,0,40,United-States,<=50K
28,State-gov,151743,10th,14,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,3294,0,18,?,<=50K
35,?,129501,Some-college,10,Married-civ-spouse,?,Husband,White,Male,5,1,40,United-States,<=50K
44,Local-gov,354576,Prof-school,13,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,99999,0,61,United-States,>50K
33,Private,80453,Some-college,10,Married-civ-spouse,Adm-clerical,Not-in-family,White,Male,4,0,47,United-States,<=50K
34,Private,233978,Some-college,10,Never-married,Adm-clerical,Own-child,White,Male,4326,0,40,United-States,<=50K
35,Private,133412,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,44,0,53,United-States,<=50K
17,State-gov,38087,12th,7,Never-married,Farming-fishing,Own-child,White,Male,10,0,22,United-States,<=50K
41,Private,221772,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,Other,Male,3921,0,40,United-States,>50K
30,Private,225375,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,Black,Male,0,0,60,United-States,<=50K
41,Private,167400,Prof-school,16,Married-civ-spouse,Craft-repair,Husband,White,Male,7665,1840,40,United-States,>50K
49,State-gov,295393,HS-grad,9,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,?,<=50K
30,Private,43362,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Wife,White,Male,2,0,49,United-States,<=50K
47,Local-gov,105735,Bachelors,14,Divorced,Prof-specialty,Unmarried,White,Female,5,0,50,United-States,>50K
43,State-gov,361645,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Female,3396,0,40,United-States,>50K
30,Private,127780,HS-grad,9,Never-married,Craft-repair,Not-in-family,White,Male,0,0,48,?,<=50K
17,Private,175218,10th,7,Never-married,Other-service,Other-relative,Black,Male,2,0,20,Mexico,<=50K
48,Self-emp-not-inc,181505,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,1,40,United-States,>50K
37,Private,355486,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,54,United-States,<=50K
26,Private,221459,Bachelors,13,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,0,1,55,England,<=50K
49,Private,211571,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7673,0,40,United-States,>50K
36,Private,190862,Bachelors,13,Married-civ-spouse,Other-service,Husband,Other,Male,0,0,23,India,<=50K
57,Private,141608,7th-8th,4,Widowed,Prof-specialty,Unmarried,Black,Female,6,0,40,Puerto-Rico,<=50K
31,Private,42186,Assoc-voc,11,Separated,Adm-clerical,Unmarried,Black,Female,10,0,50,Germany,<=50K
26,Self-emp-not-inc,166576,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,3615,0,49,United-States,<=50K
46,Private,195755,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,0,1848,51,United-States,<=50K
50,Private,177258,HS-grad,16,Divorced,Craft-repair,Not-in-family,White,Male,11,0,49,Italy,<=50K
60,Private,118849,Some-college,9,Widowed,Adm-clerical,Wife,White,Female,3407,0,18,United-States,>50K
40,Private,188237,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,22,0,40,United-States,>50K
48,?,222633,Bachelors,13,Divorced,?,Own-child,Black,Male,2,0,40,United-States,<=50K
61,Federal-gov,187032,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,5,0,40,?,>50K
43,Private,200593,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,<=50K
33,Self-emp-not-inc,185714,11th,4,Separated,Other-service,Unmarried,Other,Male,3,0,22,Cuba,<=50K
51,Private,65536,Some-college,10,Separated,Other-service,Other-relative,Black,Female,37,0,37,United-States,<=50K
46,Private,312641,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,12,0,35,United-States,<=50K
32,Private,158733,Some-college,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,15,2025,40,United-States,>50K
70,Self-emp-not-inc,198259,Some-college,10,Divorced,Farming-fishing,Not-in-family,White,Male,16,1,48,United-States,<=50K
43,Local-gov,345473,Prof-school,15,Never-married,Protective-serv,Unmarried,White,Male,0,0,49,United-States,<=50K
34,Self-emp-not-inc,103534,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Female,11,0,24,United-States,<=50K
42,Private,134155,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,7518,0,49,United-States,>50K
56,State-gov,194175,Masters,14,Married-civ-spouse,Exec-managerial,Not-in-family,White,Male,13,0,40,Ecuador,>50K
50,State-gov,58816,Some-college,10,Divorced,Tech-support,Not-in-family,Amer-Indian-Eskimo,Female,3364,0,40,United-States,<=50K
47,Self-emp-not-inc,260283,Assoc-voc,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,5,0,60,United-States,<=50K
33,Federal-gov,267460,Bachelors,13,Divorced,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,2,0,40,?,<=50K
21,Private,415422,HS-grad,9,Never-married,Other-service,Own-child,Black,Male,0,0,40,Mexico,<=50K
48,Private,239312,11th,7,Married-civ-spouse,Craft-repair,Husband,White,Male,7583,0,40,United-States,>50K
73,Private,105785,Some-college,10,Married-civ-spouse,Sales,Husband,White,Male,3361,0,20,United-States,<=50K
26,Local-gov,414866,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,<=50K
50,Local-gov,90593,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15436,0,50,United-States,>50K
31,Private,262022,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,22,0,40,United-States,<=50K
57,?,209315,Some-college,10,Separated,?,Own-child,Black,Male,1,1,33,United-States,<=50K
38,Self-emp-not-inc,20193,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,13,0,69,United-States,<=50K
30,Private,271998,Assoc-acdm,10,Never-married,Adm-clerical,Own-child,White,Male,17,0,50,United-States,>50K
28,Private,195749,1st-4th,4,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Female,11,0,40,?,<=50K
50,Private,199943,Bachelors,13,Separated,Exec-managerial,Other-relative,White,Male,17,0,48,Columbia,<=50K
30,?,394031,Bachelors,13,Never-married,?,Own-child,Black,Male,0,0,40,United-States,<=50K
17,?,278075,HS-grad,9,Never-married,?,Own-child,Black,Male,16,1,24,United-States,<=50K
47,?,315775,HS-grad,9,Widowed,Other-service,Own-child,White,Female,9,0,10,United-States,<=50K
48,Local-gov,154988,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,7699,0,40,Canada,>50K
37,Private,199332,Assoc-acdm,12,Never-married,Craft-repair,Own-child,White,Male,6,0,40,United-States,<=50K
31,Self-emp-inc,188689,HS-grad,13,Married-civ-spouse,Sales,Husband,White,Male,10,0,49,United-States,<=50K
36,Private,85353,HS-grad,9,Divorced,Other-service,Other-relative,White,Male,7,0,47,United-States,<=50K
38,Private,237386,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,19,0,51,United-States,<=50K
30,Private,308884,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Female,14,0,53,United-States,>50K
78,Private,367252,7th-8th,4,Widowed,Farming-fishing,Not-in-family,White,Female,0,0,12,United-States,<=50K
26,Self-emp-not-inc,164171,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,17,0,60,United-States,>50K
27,Private,150504,Some-college,10,Widowed,Other-service,Unmarried,White,Female,7,0,22,United-States,<=50K
27,Private,168187,HS-grad,9,Widowed,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,?,<=50K
58,Self-emp-not-inc,158083,HS-grad,9,Widowed,Farming-fishing,Not-in-family,White,Male,7,0,40,United-States,<=50K
67,Private,210732,Masters,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,19,0,48,Vietnam,>50K
24,Private,229582,HS-grad,4,Never-married,Handlers-cleaners,Not-in-family,White,Female,11,0,40,United-States,<=50K
36,Private,527518,HS-grad,9,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,<=50K
41,Self-emp-not-inc,38370,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,5,0,50,?,>50K
22,Private,114148,Bachelors,11,Never-married,Adm-clerical,Unmarried,White,Female,0,0,11,United-States,<=50K
40,Private,180004,HS-grad,9,Separated,Other-service,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,89753,Some-college,10,Never-married,Adm-clerical,Own-child,White,Female,22,0,51,United-States,<=50K
35,Local-gov,206800,Some-college,10,Separated,Adm-clerical,Not-in-family,Black,Female,9,0,34,United-States,<=50K
75,Private,139005,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,6,0,40,United-States,>50K
33,Private,218408,Some-college,10,Never-married,Prof-specialty,Other-relative,Black,Female,25,0,34,United-States,<=50K
29,Private,94338,Masters,14,Never-married,Craft-repair,Not-in-family,White,Male,0,0,51,United-States,>50K
20,Private,288627,HS-grad,9,Never-married,Other-service,Other-relative,Black,Female,0,0,40,United-States,<=50K
32,Private,211725,Assoc-acdm,12,Divorced,Adm-clerical,Not-in-family,White,Male,13,0,39,Mexico,<=50K
17,?,302939,HS-grad,7,Never-married,?,Own-child,White,Female,20,0,20,United-States,<=50K
21,Private,112315,Some-college,10,Never-married,Other-service,Own-child,Black,Male,28,0,22,United-States,<=50K
35,State-gov,189205,12th,7,Never-married,Machine-op-inspct,Unmarried,Black,Male,0,0,40,United-States,<=50K
66,?,30560,10th,4,Never-married,?,Own-child,Amer-Indian-Eskimo,Female,6,0,21,United-States,<=50K
50,Private,181110,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,7,0,48,United-States,<=50K
42,Private,130440,12th,16,Separated,Other-service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,?,<=50K
28,Self-emp-inc,209637,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,7644,0,66,Dominican-Republic,<=50K
19,?,38875,Some-college,10,Never-married,?,Other-relative,White,Female,0,0,19,United-States,<=50K
48,Self-emp-inc,37656,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,52,United-States,>50K
81,Local-gov,113258,HS-grad,9,Married-civ-spouse,Protective-serv,Wife,White,Female,0,0,40,United-States,<=50K
44,Private,97001,HS-grad,9,Never-married,Other-service,Not-in-family,White,Female,3,0,23,United-States,<=50K
28,Federal-gov,329806,HS-grad,9,Never-married,Farming-fishing,Own-child,Other,Male,0,0,49,Poland,<=50K
24,Local-gov,170957,Assoc-acdm,12,Separated,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,<=50K
48,Private,226563,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,18,0,47,United-States,>50K
29,Private,217776,Assoc-voc,4,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,40,United-States,<=50K
76,Private,98090,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,7788,1,49,United-States,>50K
25,Private,268209,Assoc-acdm,12,Never-married,Sales,Own-child,White,Female,9,0,47,?,<=50K
55,Private,178504,Masters,14,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Male,25,0,40,Columbia,<=50K
54,Private,214570,5th-6th,4,Married-civ-spouse,Other-service,Husband,Black,Male,3,0,22,?,<=50K
29,Private,366809,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Male,0,0,50,United-States,<=50K
48,Local-gov,237844,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,3681,0,40,United-States,>50K
52,Private,31119,7th-8th,15,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,>50K
28,Private,263675,9th,3,Widowed,Handlers-cleaners,Other-relative,White,Male,17,0,40,Portugal,<=50K
21,Private,95045,Assoc-voc,11,Never-married,Other-service,Not-in-family,White,Male,8,0,34,United-States,<=50K
25,Private,195943,7th-8th,4,Separated,Other-service,Not-in-family,Black,Female,3,0,40,United-States,<=50K
49,Self-emp-inc,324154,Masters,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,7872,0,60,United-States,>50K
43,Federal-gov,135471,HS-grad,9,Married-AF-spouse,Tech-support,Wife,White,Female,5,1797,32,United-States,>50K
43,Federal-gov,175001,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,25,0,54,United-States,>50K
57,Private,414542,Assoc-acdm,12,Divorced,Adm-clerical,Unmarried,Black,Male,2,0,40,Mexico,<=50K
28,Local-gov,102574,11th,7,Divorced,Craft-repair,Not-in-family,White,Female,0,0,40,United-States,<=50K
43,Private,162384,10th,5,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1,40,Italy,<=50K
47,Private,207694,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,7651,0,48,United-States,>50K
25,?,347057,Some-college,10,Never-married,Adm-clerical,Own-child,Black,Male,7,0,40,United-States,<=50K
50,Private,205567,Some-college,10,Married-spouse-absent,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,<=50K
27,Local-gov,346026,10th,7,Never-married,Other-service,Own-child,Black,Male,0,0,22,United-States,<=50K
27,?,227137,10th,13,Separated,?,Unmarried,Black,Female,0,0,40,Poland,<=50K
38,Local-gov,32338,Bachelors,13,Married-civ-spouse,Armed-Forces,Wife,White,Female,9,0,50,?,>50K
52,Private,138547,HS-grad,9,Widowed,Machine-op-inspct,Not-in-family,White,Male,16,0,40,Columbia,<=50K
33,?,291202,9th,4,Widowed,?,Unmarried,Black,Female,0,0,40,United-States,<=50K
26,Private,164136,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,60,United-States,>50K
25,Private,139366,Bachelors,13,Never-married,Prof-specialty,Own-child,Asian-Pac-Islander,Male,3,0,40,?,<=50K
50,Private,248012,Masters,14,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,18,0,40,Cuba,<=50K
22,Private,190484,10th,4,Married-spouse-absent,Other-service,Own-child,Asian-Pac-Islander,Male,0,0,46,?,<=50K
27,Local-gov,170411,Some-college,10,Divorced,Adm-clerical,Not-in-family,White,Male,15,0,22,United-States,<=50K
58,Federal-gov,31208,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,Other,Male,14,0,37,United-States,>50K
18,Private,26484,7th-8th,4,Separated,Other-service,Not-in-family,White,Female,3567,0,9,United-States,<=50K
39,Private,236914,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,15422,0,49,Japan,>50K
30,Private,209934,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,23,United-States,<=50K
44,Local-gov,302321,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,11,0,53,United-States,>50K
37,Private,360722,Some-college,10,Married-civ-spouse,Other-service,Not-in-family,Black,Male,44,0,47,United-States,>50K
26,Private,317770,Some-college,10,Married-civ-spouse,Handlers-cleaners,Other-relative,Asian-Pac-Islander,Male,0,0,40,Poland,<=50K
45,Federal-gov,164247,HS-grad,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,36,United-States,<=50K
48,Local-gov,50016,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,13,1769,51,United-States,>50K
40,Private,186896,1st-4th,4,Married-civ-spouse,Craft-repair,Wife,White,Female,12,0,52,Portugal,<=50K
49,?,146427,1st-4th,4,Separated,?,Other-relative,Black,Male,0,0,34,United-States,<=50K
26,Self-emp-inc,40787,Bachelors,13,Never-married,Farming-fishing,Not-in-family,White,Male,5,0,60,?,<=50K
17,?,149124,10th,7,Never-married,?,Own-child,White,Male,0,1,38,Taiwan,<=50K
22,Private,90992,Assoc-voc,11,Never-married,Adm-clerical,Own-child,White,Female,0,0,22,United-States,<=50K
29,Private,25745,Some-college,9,Never-married,Adm-clerical,Own-child,White,Female,18,0,40,United-States,<=50K
59,Private,114072,Assoc-voc,11,Married-civ-spouse,Exec-managerial,Wife,Black,Female,4,0,36,United-States,<=50K
37,Private,114625,Assoc-acdm,12,Never-married,Sales,Not-in-family,White,Female,6,0,40,United-States,<=50K
26,Private,64696,Bachelors,13,Never-married,Other-service,Unmarried,Asian-Pac-Islander,Female,0,0,40,Poland,<=50K
17,Private,114412,11th,7,Divorced,Craft-repair,Own-child,White,Female,0,0,40,United-States,<=50K
21,?,39805,Some-college,10,Never-married,?,Own-child,Black,Female,1,0,22,United-States,<=50K
17,Private,186627,12th,8,Never-married,Craft-repair,Own-child,White,Female,0,1,40,United-States,<=50K
75,State-gov,148876,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,Black,Male,0,0,48,United-States,<=50K
28,Self-emp-not-inc,88430,Some-college,10,Married-civ-spouse,Farming-fishing,Own-child,White,Male,0,0,32,United-States,<=50K
55,?,39529,Some-college,10,Separated,?,Other-relative,White,Male,6,0,23,United-States,<=50K
35,Private,192340,Assoc-voc,11,Divorced,Transport-moving,Not-in-family,Asian-Pac-Islander,Male,0,0,51,?,<=50K
73,Self-emp-not-inc,144880,Some-college,10,Married-civ-spouse,Farming-fishing,Husband,White,Male,3,1807,76,United-States,<=50K
43,Private,61949,10th,15,Divorced,Craft-repair,Own-child,White,Male,0,0,13,United-States,<=50K
70,Private,249887,Assoc-voc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1,46,?,<=50K
30,Private,130300,Assoc-voc,11,Separated,Craft-repair,Own-child,White,Male,10,0,40,United-States,<=50K
39,Private,107962,Masters,14,Divorced,Exec-managerial,Not-in-family,White,Male,18,0,40,?,<=50K
23,Private,291071,Doctorate,4,Never-married,?,Own-child,Asian-Pac-Islander,Female,9,0,22,?,<=50K
28,Private,90112,HS-grad,9,Married-civ-spouse,Other-service,Wife,Asian-Pac-Islander,Female,0,0,37,United-States,<=50K
73,Private,183022,HS-grad,9,Married-civ-spouse,Exec-managerial,Wife,White,Male,24,1,50,United-States,>50K
23,Private,182912,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,5,1,40,Peru,<=50K
17,?,355329,11th,5,Never-married,?,Other-relative,Black,Female,23,0,21,United-States,<=50K
42,Private,72496,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Not-in-family,White,Female,8,0,40,United-States,>50K
27,Private,185483,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,30,0,23,?,>50K
52,Local-gov,86744,Masters,14,Never-married,Prof-specialty,Not-in-family,White,Male,3,1,21,India,>50K
30,Private,179870,Masters,14,Married-civ-spouse,Craft-repair,Husband,White,Male,11,0,48,United-States,>50K
45,Private,160283,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,14,0,51,United-States,>50K
47,Self-emp-inc,203424,Masters,10,Married-civ-spouse,Exec-managerial,Husband,Other,Male,0,0,51,United-States,<=50K
19,Private,490688,Assoc-acdm,12,Never-married,Adm-clerical,Own-child,Black,Male,4,0,40,United-States,<=50K
60,Private,78069,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,3912,0,60,United-States,<=50K
43,Local-gov,116735,Bachelors,13,Married-spouse-absent,Adm-clerical,Unmarried,Asian-Pac-Islander,Female,0,1831,40,?,<=50K
46,Private,194330,HS-grad,9,Married-civ-spouse,Other-service,Husband,White,Male,21,0,40,?,<=50K
44,Self-emp-inc,144844,Prof-school,15,Married-civ-spouse,Exec-managerial,Husband,White,Male,14969,1,49,Japan,>50K
